burstCount,accX_mg,accY_mg,accZ_mg,ColorSensRed_cnt,ColorSensGreen_cnt,ColorSensBlue_cnt,ColorSensIR_cnt
0,31,94,976,,,,
0,31,94,976,,,,
0,31,94,976,,,,
0,31,94,945,,,,
0,0,63,976,,,,
0,63,63,945,,,,
0,31,94,945,,,,
0,0,63,976,,,,
0,0,94,945,,,,
0,94,31,976,,,,
0,31,94,945,,,,
0,0,94,945,,,,
0,31,94,945,,,,
0,31,94,945,,,,
0,31,63,976,,,,
0,0,94,976,,,,
0,0,63,976,,,,
0,0,63,976,,,,
0,0,94,976,,,,
0,31,63,976,,,,
0,31,94,976,,,,
0,0,94,945,,,,
0,31,63,976,,,,
0,0,31,976,,,,
0,94,94,945,,,,
0,31,94,976,,,,
0,31,63,976,,,,
0,0,94,976,,,,
0,0,94,976,,,,
0,0,94,976,,,,
0,0,63,976,,,,
0,31,94,976,,,,
0,31,94,945,,,,
0,31,94,945,,,,
0,0,94,945,,,,
0,0,94,976,,,,
0,0,63,945,,,,
0,31,63,976,,,,
0,0,94,976,,,,
0,0,63,976,,,,
0,63,63,945,,,,
0,0,94,976,,,,
0,63,94,976,,,,
0,126,63,945,,,,
0,0,126,976,,,,
0,-94,94,945,,,,
0,-63,94,945,,,,
0,31,63,976,,,,
0,31,94,945,,,,
0,-31,126,976,,,,
0,-63,94,945,,,,
0,-31,94,976,,,,
0,-31,63,1008,,,,
0,0,94,976,,,,
0,-31,94,945,,,,
0,0,94,945,,,,
0,0,94,945,,,,
0,31,63,945,,,,
0,-31,94,945,,,,
0,-31,94,945,,,,
0,-31,94,976,,,,
0,-31,126,945,,,,
0,-31,94,945,,,,
0,63,63,976,,,,
0,-31,63,976,,,,
0,-31,94,976,,,,
0,0,94,945,,,,
0,0,94,976,,,,
0,-31,94,945,,,,
0,0,63,976,,,,
0,0,63,976,,,,
0,0,94,945,,,,
0,0,94,945,,,,
0,31,94,945,,,,
0,0,94,976,,,,
0,-31,94,976,,,,
0,0,63,976,,,,
0,31,94,976,,,,
0,0,63,976,,,,
0,0,94,945,,,,
0,0,94,945,,,,
0,0,94,945,,,,
0,0,94,945,,,,
0,0,63,945,,,,
0,0,94,945,,,,
0,0,94,945,,,,
0,31,94,976,,,,
0,0,94,976,,,,
0,-31,63,976,,,,
0,0,94,976,,,,
0,0,63,945,,,,
0,0,94,945,,,,
0,31,94,945,,,,
0,0,94,976,,,,
0,31,63,976,,,,
0,0,94,945,,,,
0,0,94,976,,,,
0,0,94,945,,,,
0,0,94,945,,,,
0,31,94,976,,,,
0,0,63,976,,,,
0,0,63,976,,,,
0,0,63,976,,,,
0,0,94,976,,,,
0,0,94,945,,,,
0,0,63,945,,,,
0,0,94,976,,,,
0,0,63,976,,,,
0,0,63,976,,,,
0,0,94,945,,,,
0,0,63,976,,,,
0,0,63,945,,,,
0,0,94,945,,,,
0,0,63,976,,,,
0,0,63,976,,,,
0,0,63,976,,,,
0,-31,94,976,,,,
0,0,94,945,,,,
0,0,94,976,,,,
0,31,63,976,,,,
0,0,63,976,,,,
0,-31,94,976,,,,
0,0,94,945,,,,
0,0,63,976,,,,
0,0,94,976,,,,
0,0,63,976,,,,
0,-31,63,976,,,,
0,0,63,976,,,,
0,-31,94,976,,,,
0,0,63,945,,,,
0,0,94,945,,,,
0,0,94,945,,,,
0,0,63,976,,,,
0,0,63,945,,,,
0,0,63,976,,,,
0,0,63,976,,,,
0,0,63,976,,,,
0,0,63,976,,,,
0,0,63,945,,,,
0,-31,63,945,,,,
0,0,63,976,,,,
0,0,63,976,,,,
0,0,63,976,,,,
0,0,63,945,,,,
0,0,63,945,,,,
0,0,63,945,,,,
0,0,63,976,,,,
0,-31,63,976,,,,
0,0,63,976,,,,
0,0,63,976,,,,
0,0,63,976,,,,
0,0,63,976,,,,
0,0,63,976,,,,
0,0,63,945,,,,
0,0,94,945,0,0,0,19
1,0,94,945,,,,
1,0,63,945,,,,
1,0,63,976,,,,
1,-31,94,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,0,94,976,,,,
1,0,63,976,,,,
1,0,63,945,,,,
1,0,94,945,,,,
1,0,94,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,0,94,945,,,,
1,0,94,945,,,,
1,0,94,976,,,,
1,0,63,976,,,,
1,-31,94,945,,,,
1,-31,94,945,,,,
1,0,94,976,,,,
1,0,94,976,,,,
1,-31,63,976,,,,
1,0,63,976,,,,
1,31,94,945,,,,
1,0,63,945,,,,
1,-31,94,976,,,,
1,0,94,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,31,63,976,,,,
1,0,63,945,,,,
1,0,94,945,,,,
1,0,63,945,,,,
1,0,63,945,,,,
1,0,63,976,,,,
1,0,94,945,,,,
1,0,94,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,31,63,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,0,94,945,,,,
1,0,63,945,,,,
1,31,63,976,,,,
1,0,63,945,,,,
1,0,63,945,,,,
1,0,94,945,,,,
1,0,63,976,,,,
1,31,63,945,,,,
1,0,63,976,,,,
1,94,0,976,,,,
1,0,31,945,,,,
1,-31,157,945,,,,
1,31,94,945,,,,
1,31,94,945,,,,
1,-31,63,976,,,,
1,0,63,976,,,,
1,0,94,945,,,,
1,0,94,945,,,,
1,0,94,945,,,,
1,31,94,976,,,,
1,31,63,976,,,,
1,0,63,976,,,,
1,0,63,945,,,,
1,-31,94,945,,,,
1,31,94,945,,,,
1,0,94,945,,,,
1,0,63,976,,,,
1,-31,94,945,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,0,63,945,,,,
1,0,94,945,,,,
1,0,94,945,,,,
1,31,63,976,,,,
1,0,94,945,,,,
1,0,63,976,,,,
1,31,63,945,,,,
1,0,94,945,,,,
1,31,94,976,,,,
1,0,63,976,,,,
1,0,94,976,,,,
1,0,63,945,,,,
1,0,63,976,,,,
1,31,63,976,,,,
1,31,94,976,,,,
1,0,94,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,0,63,945,,,,
1,0,94,945,,,,
1,31,63,976,,,,
1,0,94,976,,,,
1,0,63,976,,,,
1,0,63,945,,,,
1,-31,94,945,,,,
1,0,94,945,,,,
1,0,63,976,,,,
1,31,63,976,,,,
1,0,63,976,,,,
1,-31,63,976,,,,
1,0,63,945,,,,
1,31,63,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,31,63,976,,,,
1,0,63,976,,,,
1,0,94,976,,,,
1,0,63,945,,,,
1,0,63,976,,,,
1,-31,63,976,,,,
1,0,31,976,,,,
1,0,94,945,,,,
1,0,63,945,,,,
1,0,63,976,,,,
1,-31,63,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,31,63,976,,,,
1,0,94,945,,,,
1,0,63,976,,,,
1,0,94,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,31,63,976,,,,
1,0,63,945,,,,
1,31,63,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,0,63,945,,,,
1,0,63,976,,,,
1,31,63,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,31,63,945,,,,
1,0,94,976,,,,
1,0,63,976,,,,
1,0,94,945,,,,
1,0,63,976,,,,
1,0,63,976,,,,
1,-31,63,976,,,,
1,0,94,976,0,0,0,20
2,0,94,945,,,,
2,0,63,976,,,,
2,0,63,945,,,,
2,0,63,976,,,,
2,0,94,945,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,0,63,945,,,,
2,0,63,945,,,,
2,0,63,945,,,,
2,0,63,945,,,,
2,31,94,945,,,,
2,-31,63,945,,,,
2,-31,94,976,,,,
2,0,63,976,,,,
2,31,31,976,,,,
2,63,94,976,,,,
2,-31,63,976,,,,
2,31,63,976,,,,
2,0,94,945,,,,
2,0,63,945,,,,
2,31,63,976,,,,
2,0,63,945,,,,
2,-31,63,976,,,,
2,0,94,945,,,,
2,0,94,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,0,94,976,,,,
2,0,94,945,,,,
2,0,94,945,,,,
2,0,63,945,,,,
2,0,94,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,0,94,976,,,,
2,0,94,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,0,63,945,,,,
2,-31,94,945,,,,
2,0,94,945,,,,
2,31,63,976,,,,
2,0,63,976,,,,
2,-31,63,976,,,,
2,0,63,945,,,,
2,0,94,945,,,,
2,0,94,945,,,,
2,0,94,945,,,,
2,-31,94,976,,,,
2,-31,63,976,,,,
2,0,63,976,,,,
2,-31,94,976,,,,
2,-31,63,945,,,,
2,0,94,945,,,,
2,0,94,945,,,,
2,0,63,945,,,,
2,0,63,976,,,,
2,0,94,976,,,,
2,-31,63,976,,,,
2,0,63,976,,,,
2,0,94,976,,,,
2,0,94,945,,,,
2,-31,63,976,,,,
2,0,63,976,,,,
2,0,94,945,,,,
2,-31,94,945,,,,
2,0,94,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,0,63,945,,,,
2,0,94,976,,,,
2,0,63,945,,,,
2,0,94,976,,,,
2,0,94,976,,,,
2,0,63,976,,,,
2,0,94,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,-31,94,945,,,,
2,0,94,945,,,,
2,0,94,945,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,-31,63,976,,,,
2,0,63,945,,,,
2,0,63,976,,,,
2,31,63,976,,,,
2,0,94,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,0,63,945,,,,
2,0,94,945,,,,
2,0,63,945,,,,
2,0,94,945,,,,
2,0,94,976,,,,
2,0,63,945,,,,
2,-31,126,945,,,,
2,63,63,976,,,,
2,-31,63,976,,,,
2,-31,63,1008,,,,
2,0,63,976,,,,
2,0,94,976,,,,
2,31,63,976,,,,
2,0,94,976,,,,
2,-31,63,976,,,,
2,0,63,976,,,,
2,63,63,976,,,,
2,0,94,945,,,,
2,0,63,945,,,,
2,0,63,945,,,,
2,0,94,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,0,63,945,,,,
2,0,63,945,,,,
2,0,94,976,,,,
2,31,63,976,,,,
2,0,63,976,,,,
2,-31,63,976,,,,
2,-31,63,976,,,,
2,0,63,976,,,,
2,31,63,945,,,,
2,0,63,945,,,,
2,0,63,945,,,,
2,31,63,976,,,,
2,31,63,976,,,,
2,0,63,976,,,,
2,0,63,945,,,,
2,0,94,976,,,,
2,0,63,976,,,,
2,31,63,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,0,63,945,,,,
2,31,63,976,,,,
2,31,63,976,,,,
2,0,63,945,,,,
2,0,63,976,,,,
2,31,63,945,,,,
2,0,63,945,,,,
2,0,94,976,,,,
2,0,63,976,,,,
2,0,63,976,,,,
2,31,63,945,0,0,0,19
3,-31,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,31,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,945,,,,
3,0,94,945,,,,
3,0,94,945,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,-31,63,976,,,,
3,0,63,976,,,,
3,0,63,945,,,,
3,0,63,945,,,,
3,31,63,945,,,,
3,31,63,976,,,,
3,31,63,976,,,,
3,0,63,976,,,,
3,0,63,945,,,,
3,-31,94,945,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,31,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,31,63,976,,,,
3,0,63,976,,,,
3,0,63,945,,,,
3,0,63,976,,,,
3,0,63,945,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,-31,63,976,,,,
3,0,63,945,,,,
3,0,63,945,,,,
3,0,63,945,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,-31,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,945,,,,
3,0,94,945,,,,
3,31,63,976,,,,
3,0,63,976,,,,
3,-31,63,976,,,,
3,0,94,945,,,,
3,-31,63,976,,,,
3,0,63,945,,,,
3,0,63,976,,,,
3,-31,63,976,,,,
3,-31,63,945,,,,
3,0,94,945,,,,
3,0,63,945,,,,
3,-31,94,976,,,,
3,0,31,976,,,,
3,0,63,976,,,,
3,0,63,945,,,,
3,-31,94,976,,,,
3,-31,94,945,,,,
3,-31,63,976,,,,
3,0,63,976,,,,
3,-31,63,976,,,,
3,-31,63,976,,,,
3,0,94,945,,,,
3,-31,63,976,,,,
3,-31,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,-31,63,945,,,,
3,-31,63,945,,,,
3,0,63,945,,,,
3,0,63,945,,,,
3,0,94,945,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,-31,63,976,,,,
3,-31,63,976,,,,
3,-31,94,976,,,,
3,-31,94,945,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,945,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,-31,63,976,,,,
3,0,94,976,,,,
3,-31,63,945,,,,
3,-31,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,-31,63,945,,,,
3,-31,63,945,,,,
3,0,63,945,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,-31,94,976,,,,
3,-31,63,945,,,,
3,0,63,945,,,,
3,0,63,976,,,,
3,-31,63,976,,,,
3,0,63,976,,,,
3,31,63,976,,,,
3,0,63,976,,,,
3,-31,94,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,945,,,,
3,-31,63,945,,,,
3,0,63,945,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,-31,63,976,,,,
3,0,63,976,,,,
3,0,63,945,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,31,63,976,,,,
3,0,31,945,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,63,976,,,,
3,0,31,976,,,,
3,-31,63,976,,,,
3,0,63,976,,,,
3,0,63,945,,,,
3,-31,63,945,,,,
3,31,31,976,0,0,0,18
4,31,31,945,,,,
4,31,63,976,,,,
4,0,63,976,,,,
4,0,63,945,,,,
4,0,31,976,,,,
4,0,31,976,,,,
4,-31,63,976,,,,
4,0,63,945,,,,
4,31,63,945,,,,
4,0,63,976,,,,
4,0,31,976,,,,
4,0,31,976,,,,
4,0,31,976,,,,
4,0,63,945,,,,
4,0,63,945,,,,
4,31,63,945,,,,
4,0,63,945,,,,
4,0,31,976,,,,
4,31,31,976,,,,
4,0,63,945,,,,
4,-31,63,945,,,,
4,31,63,913,,,,
4,63,63,945,,,,
4,94,31,945,,,,
4,63,63,945,,,,
4,94,0,945,,,,
4,-31,63,945,,,,
4,157,31,945,,,,
4,63,31,945,,,,
4,157,63,976,,,,
4,126,31,976,,,,
4,346,0,1039,,,,
4,220,0,945,,,,
4,31,-31,976,,,,
4,-157,-31,945,,,,
4,0,0,913,,,,
4,94,0,882,,,,
4,252,-31,945,,,,
4,315,-63,913,,,,
4,-189,-126,1008,,,,
4,-441,-315,1039,,,,
4,-441,-283,1039,,,,
4,-283,-63,1008,,,,
4,-31,-63,976,,,,
4,31,-283,976,,,,
4,0,-157,882,,,,
4,-346,126,882,,,,
4,-504,-189,882,,,,
4,-378,-315,945,,,,
4,0,-283,913,,,,
4,63,-126,882,,,,
4,94,-94,819,,,,
4,-220,0,819,,,,
4,-472,-94,882,,,,
4,-535,-441,945,,,,
4,63,-472,976,,,,
4,189,-252,850,,,,
4,63,-94,850,,,,
4,-63,-220,913,,,,
4,-189,-346,976,,,,
4,-189,-535,1008,,,,
4,126,-472,976,,,,
4,378,-283,913,,,,
4,-31,-283,850,,,,
4,-283,-378,882,,,,
4,-252,-535,976,,,,
4,315,-535,1008,,,,
4,378,-346,850,,,,
4,-126,-189,787,,,,
4,-504,-346,819,,,,
4,-378,-409,913,,,,
4,-63,-567,913,,,,
4,-157,-378,850,,,,
4,-189,-283,819,,,,
4,-252,-441,945,,,,
4,-31,-819,976,,,,
4,31,-724,913,,,,
4,157,-409,819,,,,
4,-283,-567,819,,,,
4,-252,-378,913,,,,
4,315,-567,1071,,,,
4,724,-945,1071,,,,
4,409,-756,1039,,,,
4,-189,-598,1134,,,,
4,-535,-1071,1260,,,,
4,252,-787,1480,,,,
4,472,-945,1480,,,,
4,-63,-1071,1417,,,,
4,-315,-1134,1575,,,,
4,-409,-1417,1732,,,,
4,-220,-1449,1669,,,,
4,-693,-1291,1480,,,,
4,-976,-945,1638,,,,
4,-535,-1102,1638,,,,
4,-724,-1386,1323,,,,
4,-1480,-1638,1071,,,,
4,-1354,-1165,976,,,,
4,-1134,-913,1008,,,,
4,-1449,-1197,882,,,,
4,-1260,-1197,598,,,,
4,-1039,-1134,441,,,,
4,-1008,-1008,346,,,,
4,-1039,-693,189,,,,
4,-945,-315,126,,,,
4,-567,-126,126,,,,
4,-409,-63,63,,,,
4,-630,-63,0,,,,
4,-693,-31,0,,,,
4,-472,-157,-31,,,,
4,-441,-94,31,,,,
4,94,-94,126,,,,
4,378,-63,0,,,,
4,-378,94,0,,,,
4,-472,-94,31,,,,
4,409,189,94,,,,
4,441,504,126,,,,
4,472,409,441,,,,
4,1386,-346,976,,,,
4,913,-567,882,,,,
4,126,-189,1008,,,,
4,882,94,2835,,,,
4,4000,-4032,1071,,,,
4,346,1543,283,,,,
4,-189,-252,409,,,,
4,378,598,630,,,,
4,0,535,850,,,,
4,283,126,882,,,,
4,567,567,1071,,,,
4,472,472,1071,,,,
4,94,126,882,,,,
4,-220,189,819,,,,
4,378,31,945,,,,
4,315,283,882,,,,
4,189,189,819,,,,
4,63,157,913,,,,
4,126,252,976,,,,
4,315,220,976,,,,
4,252,315,945,,,,
4,31,252,976,,,,
4,94,189,945,,,,
4,126,189,913,,,,
4,63,315,913,,,,
4,220,378,913,,,,
4,94,252,976,,,,
4,157,126,913,,,,
4,94,252,882,,,,
4,157,346,882,,,,
4,220,252,913,,,,
4,157,220,913,,,,
4,126,315,913,,,,
4,126,315,945,,,,
4,157,283,913,,,,
4,220,409,913,,,,
4,94,283,913,,,,
4,31,252,945,0,0,0,27
5,126,283,913,,,,
5,126,315,913,,,,
5,126,283,945,,,,
5,94,220,945,,,,
5,63,220,913,,,,
5,126,283,913,,,,
5,157,315,882,,,,
5,126,252,913,,,,
5,157,378,882,,,,
5,31,315,913,,,,
5,126,283,945,,,,
5,126,252,945,,,,
5,126,283,945,,,,
5,126,283,945,,,,
5,94,252,945,,,,
5,94,220,945,,,,
5,94,252,945,,,,
5,94,252,945,,,,
5,31,283,913,,,,
5,94,252,913,,,,
5,126,220,913,,,,
5,94,283,913,,,,
5,94,283,913,,,,
5,126,252,913,,,,
5,63,283,913,,,,
5,94,315,913,,,,
5,94,283,913,,,,
5,94,283,945,,,,
5,94,252,913,,,,
5,63,283,913,,,,
5,63,252,945,,,,
5,63,283,913,,,,
5,94,283,913,,,,
5,63,220,913,,,,
5,94,283,913,,,,
5,94,283,913,,,,
5,94,283,913,,,,
5,63,252,913,,,,
5,94,252,913,,,,
5,126,315,882,,,,
5,94,283,850,,,,
5,126,252,850,,,,
5,157,315,819,,,,
5,189,283,724,,,,
5,-31,283,661,,,,
5,31,189,567,,,,
5,63,63,567,,,,
5,315,252,378,,,,
5,189,630,315,,,,
5,63,535,441,,,,
5,346,94,504,,,,
5,472,63,441,,,,
5,283,378,346,,,,
5,-220,472,378,,,,
5,-126,283,504,,,,
5,535,220,630,,,,
5,504,378,598,,,,
5,-252,472,504,,,,
5,-157,504,756,,,,
5,1039,315,1008,,,,
5,504,189,882,,,,
5,-94,472,787,,,,
5,472,378,1071,,,,
5,724,63,1197,,,,
5,315,157,1134,,,,
5,157,315,1008,,,,
5,756,441,1008,,,,
5,630,409,1102,,,,
5,157,346,1102,,,,
5,-94,346,1008,,,,
5,315,283,945,,,,
5,787,409,913,,,,
5,756,630,976,,,,
5,31,189,1039,,,,
5,315,-63,1197,,,,
5,787,0,1071,,,,
5,504,315,976,,,,
5,-126,252,1008,,,,
5,409,126,1039,,,,
5,1008,157,1134,,,,
5,976,-472,913,,,,
5,346,1008,441,,,,
5,126,31,1102,,,,
5,441,-31,850,,,,
5,441,94,850,,,,
5,409,189,913,,,,
5,346,315,976,,,,
5,220,252,1008,,,,
5,157,157,850,,,,
5,157,126,819,,,,
5,157,157,913,,,,
5,126,189,1039,,,,
5,126,157,787,,,,
5,252,126,882,,,,
5,220,-94,882,,,,
5,220,-535,819,,,,
5,283,-504,945,,,,
5,252,-535,1071,,,,
5,252,-378,976,,,,
5,315,-346,882,,,,
5,346,-472,819,,,,
5,378,-535,850,,,,
5,283,-693,945,,,,
5,220,-661,913,,,,
5,220,-661,819,,,,
5,378,-787,913,,,,
5,283,-315,913,,,,
5,283,-504,724,,,,
5,220,-724,724,,,,
5,252,-913,819,,,,
5,220,-1008,882,,,,
5,378,-126,976,,,,
5,283,-252,787,,,,
5,157,-252,724,,,,
5,252,-315,598,,,,
5,252,-504,787,,,,
5,283,-787,1039,,,,
5,315,-378,787,,,,
5,157,-441,882,,,,
5,126,-567,882,,,,
5,157,-504,819,,,,
5,126,-787,693,,,,
5,31,-630,787,,,,
5,157,-598,882,,,,
5,157,-598,756,,,,
5,-31,-661,693,,,,
5,-63,-724,724,,,,
5,-31,-535,756,,,,
5,-94,-661,787,,,,
5,-63,-661,724,,,,
5,31,-630,756,,,,
5,0,-598,724,,,,
5,-157,-756,724,,,,
5,-157,-661,693,,,,
5,-63,-567,756,,,,
5,-31,-535,724,,,,
5,-189,-630,724,,,,
5,-252,-693,693,,,,
5,-283,-661,693,,,,
5,-252,-598,693,,,,
5,-252,-567,724,,,,
5,-220,-535,819,,,,
5,-283,-441,787,,,,
5,-346,-535,724,,,,
5,-378,-598,819,,,,
5,-504,-441,693,,,,
5,-409,-315,850,,,,
5,-409,-252,882,,,,
5,-504,-283,850,,,,
5,-441,-346,882,,,,
5,-504,-283,787,,,,
5,-504,-220,850,,,,
5,-567,-189,850,,,,
5,-504,-189,976,,,,
5,-378,-189,819,0,0,0,3
6,-441,-220,756,,,,
6,-472,-126,787,,,,
6,-661,-157,787,,,,
6,-693,-94,882,,,,
6,-693,-252,913,,,,
6,-724,-189,882,,,,
6,-661,-126,819,,,,
6,-756,-189,661,,,,
6,-724,-189,724,,,,
6,-693,-252,756,,,,
6,-756,-31,630,,,,
6,-630,-63,882,,,,
6,-693,-94,913,,,,
6,-787,-126,756,,,,
6,-724,-220,567,,,,
6,-819,-252,504,,,,
6,-693,-189,598,,,,
6,-661,-157,535,,,,
6,-598,-189,598,,,,
6,-567,-126,378,,,,
6,-661,-252,378,,,,
6,-976,-220,378,,,,
6,-1008,-189,724,,,,
6,-787,-189,535,,,,
6,-724,-157,409,,,,
6,-787,-189,409,,,,
6,-850,-252,441,,,,
6,-1039,-252,567,,,,
6,-945,-220,409,,,,
6,-819,-220,283,,,,
6,-850,-378,220,,,,
6,-850,-378,252,,,,
6,-1008,-409,94,,,,
6,-819,-220,-630,,,,
6,-882,-346,126,,,,
6,-913,-378,-63,,,,
6,-787,-441,-126,,,,
6,-850,-472,-252,,,,
6,-1039,-504,-346,,,,
6,-1008,-504,-346,,,,
6,-882,-472,-283,,,,
6,-661,-535,-409,,,,
6,-535,-598,-535,,,,
6,-409,-661,-630,,,,
6,-535,-724,-756,,,,
6,-693,-756,-567,,,,
6,-630,-756,-378,,,,
6,-724,-724,-504,,,,
6,-850,-661,-378,,,,
6,-850,-661,-220,,,,
6,-945,-661,-126,,,,
6,-1008,-598,63,,,,
6,-724,-535,126,,,,
6,-693,-504,126,,,,
6,-850,-472,157,,,,
6,-787,-346,283,,,,
6,-315,-315,283,,,,
6,-283,-283,346,,,,
6,-724,-346,283,,,,
6,-1102,-378,567,,,,
6,-945,-189,724,,,,
6,-630,-283,252,,,,
6,-661,-220,472,,,,
6,-535,-94,787,,,,
6,-598,-94,945,,,,
6,-535,-157,819,,,,
6,-346,-220,724,,,,
6,-630,-283,598,,,,
6,-882,-315,976,,,,
6,-598,-157,1008,,,,
6,-252,-346,661,,,,
6,-504,-472,661,,,,
6,-598,-378,945,,,,
6,-535,-346,945,,,,
6,-535,-409,724,,,,
6,-472,-378,787,,,,
6,-441,-283,819,,,,
6,-409,-441,724,,,,
6,-378,-283,882,,,,
6,-441,-346,976,,,,
6,-346,-378,1008,,,,
6,0,-378,850,,,,
6,-189,-378,913,,,,
6,-220,-409,882,,,,
6,-189,-567,976,,,,
6,-157,-630,882,,,,
6,-63,-535,819,,,,
6,-31,-598,882,,,,
6,0,-724,787,,,,
6,-63,-630,819,,,,
6,-31,-472,976,,,,
6,0,-598,976,,,,
6,-31,-535,850,,,,
6,0,-598,724,,,,
6,-126,-756,661,,,,
6,126,-661,504,,,,
6,94,-756,630,,,,
6,220,-724,787,,,,
6,-63,-756,724,,,,
6,-126,-661,693,,,,
6,-94,-787,630,,,,
6,31,-787,598,,,,
6,157,-850,882,,,,
6,252,-850,693,,,,
6,0,-850,693,,,,
6,-31,-598,787,,,,
6,94,-535,661,,,,
6,126,-693,756,,,,
6,63,-693,819,,,,
6,157,-756,882,,,,
6,126,-850,882,,,,
6,157,-693,598,,,,
6,0,-441,756,,,,
6,126,-630,787,,,,
6,94,-693,850,,,,
6,94,-724,819,,,,
6,63,-535,850,,,,
6,126,-535,724,,,,
6,252,-661,598,,,,
6,283,-598,630,,,,
6,283,-567,409,,,,
6,315,-441,567,,,,
6,283,-346,535,,,,
6,283,-378,409,,,,
6,189,-882,504,,,,
6,157,-630,630,,,,
6,0,-252,630,,,,
6,63,-724,504,,,,
6,157,-882,535,,,,
6,189,-1102,598,,,,
6,94,-850,693,,,,
6,0,-504,756,,,,
6,-31,-378,724,,,,
6,0,-787,819,,,,
6,94,-693,882,,,,
6,94,-472,882,,,,
6,94,-441,850,,,,
6,94,-693,1071,,,,
6,189,-535,1102,,,,
6,126,-189,850,,,,
6,63,-472,1071,,,,
6,126,-378,1008,,,,
6,126,-157,1039,,,,
6,63,-283,850,,,,
6,189,-315,882,,,,
6,157,-31,850,,,,
6,157,-94,724,,,,
6,220,-504,1008,,,,
6,157,-315,1008,,,,
6,315,-472,882,,,,
6,189,-315,819,,,,
6,157,-157,913,,,,
6,189,-126,1008,,,,
6,126,-94,976,,,,
6,157,-189,1071,0,0,0,8
7,189,31,1134,,,,
7,31,94,1008,,,,
7,157,63,1039,,,,
7,126,189,850,,,,
7,63,220,1008,,,,
7,31,252,913,,,,
7,31,0,724,,,,
7,63,126,1008,,,,
7,-31,283,945,,,,
7,-126,378,819,,,,
7,31,126,1008,,,,
7,94,126,976,,,,
7,126,157,850,,,,
