Acc_x	Acc_y	Acc_z	Time	Total secs	
0.405762	0.312988	2.09399	03:47:01.080	13621	
0.280762	-0.468994	1.125	03:47:01.120	13621	
0.0307617	0.0629883	-0.187988	03:47:01.160	13621	
0.0629883	0.375	0.343994	03:47:01.200	13621	
0.468994	-0.0307617	2.06299	03:47:01.240	13621	
0.530762	-0.0939941	1.62598	03:47:01.280	13621	
0	0.593994	-0.25	03:47:01.320	13621	
0.280762	0.312988	0.312988	03:47:01.360	13621	
0.405762	-0.0939941	2.06299	03:47:01.400	13621	
0.468994	-0.405762	1.40698	03:47:01.440	13621	
0.0307617	0.468994	-0.0629883	03:47:01.480	13621	
0.125	0.125	0.375	03:47:01.520	13621	
0.0629883	-0.468994	1.81299	03:47:01.560	13621	
0.655762	0.468994	1.84399	03:47:01.600	13621	
0.218994	0	0	03:47:01.640	13621	
-0.155762	-0.25	0.468994	03:47:01.680	13621	
0.0939941	-0.0307617	1.375	03:47:01.720	13621	
0.5	0.437988	2.43799	03:47:01.760	13621	
0.0939941	-0.375	0.530762	03:47:01.800	13621	
-0.125	-0.187988	0.375	03:47:01.840	13621	
-0.218994	-0.218994	1.56299	03:47:01.879	13621	
0.906982	0.875	2.28198	03:47:01.920	13621	
-0.187988	0	0.343994	03:47:01.960	13621	
0.0629883	0.0307617	0.125	03:47:02.000	13622	
-0.0898438	-0.505859	1.82397	03:47:02.040	13622	
0.664795	0.798828	1.91382	03:47:02.080	13622	
-0.233887	0.273926	-0.0808105	03:47:02.120	13622	
0.418945	0.148926	0.563965	03:47:02.160	13622	
0.762939	-0.0808105	1.33179	03:47:02.200	13622	
0.269775	0.23584	1.89697	03:47:02.240	13622	
-0.463867	-0.324951	0.202881	03:47:02.280	13622	
0.220947	0.194824	0.139893	03:47:02.320	13622	
0.635986	0.37793	1.08984	03:47:02.360	13622	
0.255859	0.0629883	1.63794	03:47:02.400	13622	
-0.233887	-0.155762	0.209961	03:47:02.440	13622	
0.220947	0.220947	-0.0927734	03:47:02.480	13622	
0.464844	0.253906	1.4519	03:47:02.520	13622	
-0.0979004	-0.285889	1.58691	03:47:02.560	13622	
-0.149902	-0.143799	0.112793	03:47:02.600	13622	
0.262939	0.320801	0.0449219	03:47:02.640	13622	
0.629883	0.49292	1.66284	03:47:02.680	13622	
0.187988	-0.247803	0.894775	03:47:02.720	13622	
-0.0078125	0.0788574	0.153809	03:47:02.760	13622	
-0.149902	0.380859	0.468994	03:47:02.800	13622	
0.730957	0.799805	2.13794	03:47:02.840	13622	
0.190918	-0.279785	0.704834	03:47:02.879	13622	
-0.0498047	0.36792	0.152832	03:47:02.920	13622	
0.218994	-0.593994	1.84399	03:47:02.960	13622	
0.812988	0.405762	2.68799	03:47:03.000	13623	
-0.25	0.0307617	0.125	03:47:03.040	13623	
0.312988	0.125	0.437988	03:47:03.080	13623	
0.25	-0.468994	1.90698	03:47:03.120	13623	
0.468994	0.655762	2.06299	03:47:03.160	13623	
-0.0307617	0.0629883	-0.0629883	03:47:03.200	13623	
0.0307617	0.125	0.343994	03:47:03.240	13623	
-0.375	-0.375	0.937988	03:47:03.280	13623	
0.625	0.468994	1.81299	03:47:03.320	13623	
0.155762	-0.0629883	-0.125	03:47:03.360	13623	
-0.0939941	0.0629883	0.155762	03:47:03.400	13623	
-0.125	0.187988	0.187988	03:47:03.440	13623	
0.718994	0.562988	2.03198	03:47:03.480	13623	
0	-0.593994	0.593994	03:47:03.520	13623	
-0.155762	0.405762	-0.155762	03:47:03.560	13623	
0.343994	0	0.75	03:47:03.600	13623	
0.718994	0.562988	2.28198	03:47:03.640	13623	
-0.0307617	-0.437988	0.843994	03:47:03.680	13623	
-0.125	0.187988	-0.0939941	03:47:03.720	13623	
0.437988	0.0307617	0.5	03:47:03.760	13623	
0.312988	0.280762	1.81299	03:47:03.800	13623	
0.280762	-0.655762	1.125	03:47:03.840	13623	
-0.405762	0.155762	-0.0307617	03:47:03.879	13623	
0.468994	0.437988	0.405762	03:47:03.920	13623	
0.155762	0.25	2.12598	03:47:03.960	13623	
0.155762	-0.5	1.15698	03:47:04.000	13624	
0.0429688	0.60498	-0.135986	03:47:04.040	13624	
0.312988	0.112793	0.468994	03:47:04.080	13624	
0.334961	-0.0307617	1.81689	03:47:04.120	13624	
0.379883	0.0539551	0.946777	03:47:04.160	13624	
-0.125	0.443848	-0.0878906	03:47:04.200	13624	
0.404785	0.128906	0.547852	03:47:04.240	13624	
0.473877	-0.182861	1.53882	03:47:04.280	13624	
0.24585	-0.0498047	0.72583	03:47:04.320	13624	
0.0979004	0.34082	-0.0297852	03:47:04.360	13624	
0.487793	0.0808105	0.875	03:47:04.400	13624	
0.493896	-0.0258789	1.7168	03:47:04.440	13624	
0.12085	0.35376	0.73877	03:47:04.480	13624	
0.0397949	0.304932	0.0397949	03:47:04.520	13624	
0.319824	-0.207764	1.17798	03:47:04.559	13624	
0.524902	-0.0749512	2.0188	03:47:04.600	13624	
0.204834	0.247803	0.673828	03:47:04.640	13624	
0.138916	0.195801	0.23584	03:47:04.680	13624	
0.330811	-0.383789	1.35181	03:47:04.719	13624	
0.445801	0.0239258	2.07593	03:47:04.760	13624	
-0.230957	-0.280762	0.487793	03:47:04.800	13624	
0.065918	0.013916	0.167969	03:47:04.840	13624	
0.375977	-0.0439453	0.8479	03:47:04.879	13624	
0.434814	0.483887	2.05884	03:47:04.920	13624	
-0.343994	-0.125	0.125	03:47:04.960	13624	
0.155762	0.0629883	0.155762	03:47:05.000	13625	
0.530762	-0.155762	0.968994	03:47:05.040	13625	
0.687988	0.5	2.21899	03:47:05.080	13625	
0.0629883	-0.625	0.562988	03:47:05.120	13625	
0	-0.0307617	-0.125	03:47:05.160	13625	
0.0629883	0.562988	0.375	03:47:05.200	13625	
0.5	0.405762	1.96899	03:47:05.240	13625	
0.0939941	-0.781982	0.906982	03:47:05.280	13625	
-0.187988	0.375	-0.343994	03:47:05.320	13625	
0.0307617	0.187988	0.687988	03:47:05.360	13625	
0.781982	0.625	2.12598	03:47:05.400	13625	
0.0307617	-0.655762	1.06299	03:47:05.440	13625	
-0.0939941	0.437988	-0.437988	03:47:05.480	13625	
0.468994	-0.0629883	0.843994	03:47:05.520	13625	
0.312988	0.343994	1.93799	03:47:05.559	13625	
-0.0629883	-0.75	0.906982	03:47:05.600	13625	
0.0307617	0.343994	-0.0939941	03:47:05.640	13625	
0.718994	0.0939941	0.812988	03:47:05.680	13625	
0.218994	0.718994	2.25098	03:47:05.719	13625	
-0.280762	-1	1	03:47:05.760	13625	
-0.0307617	0.468994	-0.155762	03:47:05.800	13625	
0.343994	-0.0307617	0.593994	03:47:05.840	13625	
0.218994	0.280762	2.25098	03:47:05.879	13625	
-0.280762	-0.530762	0.687988	03:47:05.920	13625	
0.218994	0.343994	-0.280762	03:47:05.960	13625	
0.218994	-0.530762	1.75098	03:47:06.000	13626	
0.484863	0.858887	2.15186	03:47:06.040	13626	
0.112793	-0.250977	0.500977	03:47:06.079	13626	
-0.0239258	0.0708008	0.260986	03:47:06.120	13626	
0.0908203	0.0507812	1.25195	03:47:06.160	13626	
0.324951	0.480957	2.00098	03:47:06.200	13626	
0.0678711	-0.505859	0.352783	03:47:06.240	13626	
0.193848	0.308838	0.648926	03:47:06.280	13626	
0.22876	-0.0239258	1.87378	03:47:06.320	13626	
0.48877	0.352783	1.62598	03:47:06.360	13626	
-0.00585938	-0.0129395	0.224854	03:47:06.400	13626	
-0.105957	-0.0249023	0.842773	03:47:06.440	13626	
0.258789	0.149902	1.63281	03:47:06.480	13626	
0.50293	0.263916	0.803955	03:47:06.520	13626	
0.0297852	0.193848	0.140869	03:47:06.560	13626	
-0.393799	0.0378418	1.08789	03:47:06.600	13626	
0.405762	0.389893	2.02295	03:47:06.640	13626	
0.203857	0.0908203	0.72998	03:47:06.680	13626	
0.0239258	0.163818	0.314941	03:47:06.720	13626	
0.0698242	-0.375977	1.7439	03:47:06.759	13626	
1.03784	0.105957	2.15698	03:47:06.800	13626	
0.0739746	0.175781	0.108887	03:47:06.840	13626	
0.200928	0.128906	0.268799	03:47:06.880	13626	
0.220947	-0.392822	2.35693	03:47:06.920	13626	
0.968994	0.75	2.03198	03:47:06.960	13626	
-0.0939941	0.405762	-0.437988	03:47:07.000	13627	
0.437988	0.280762	0.405762	03:47:07.040	13627	
0.593994	-0.0939941	2.09399	03:47:07.080	13627	
0.75	0.280762	1.90698	03:47:07.120	13627	
0	0.405762	-0.312988	03:47:07.160	13627	
0.530762	0.312988	0.625	03:47:07.200	13627	
0.530762	0.125	2.18799	03:47:07.240	13627	
0.218994	-0.0307617	1.78198	03:47:07.280	13627	
-0.562988	0.280762	-0.343994	03:47:07.320	13627	
0.530762	0.530762	0.0629883	03:47:07.360	13627	
0.593994	0.280762	2.50098	03:47:07.400	13627	
-0.718994	-0.5	1.03198	03:47:07.440	13627	
-0.375	-0.343994	-0.25	03:47:07.480	13627	
0.655762	0.25	0.155762	03:47:07.520	13627	
0.375	0.155762	2.25098	03:47:07.560	13627	
0.187988	-0.280762	1.59399	03:47:07.600	13627	
-0.0939941	0.437988	-0.0939941	03:47:07.640	13627	
0.280762	0.25	0.405762	03:47:07.680	13627	
0.343994	0.125	2.68799	03:47:07.720	13627	
0.468994	0.0939941	2.00098	03:47:07.759	13627	
0.468994	0.937988	-0.218994	03:47:07.800	13627	
-0.405762	0.155762	0.593994	03:47:07.840	13627	
0.687988	-0.25	2.75098	03:47:07.880	13627	
0.530762	-0.530762	0.968994	03:47:07.920	13627	
-0.280762	0.312988	-0.25	03:47:07.960	13627	
-0.280762	0.218994	0.5	03:47:08.000	13628	
0.740967	0.398926	2.40088	03:47:08.040	13628	
0.483887	-0.46582	0.664795	03:47:08.080	13628	
-0.0698242	0.277832	-0.237793	03:47:08.119	13628	
0.0397949	0.324951	0.5979	03:47:08.160	13628	
0.75	0.480957	1.78198	03:47:08.200	13628	
0.027832	-0.318848	0.290771	03:47:08.240	13628	
-0.298828	0.12085	-0.162842	03:47:08.280	13628	
0.0158691	0.190918	1.1748	03:47:08.320	13628	
0.330811	0.148926	1.63599	03:47:08.360	13628	
-0.280762	-0.118896	0.174805	03:47:08.400	13628	
0.192871	0.0878906	0.397949	03:47:08.439	13628	
0.512939	0.0878906	1.58789	03:47:08.480	13628	
0.187988	0.0878906	1.24683	03:47:08.520	13628	
-0.0297852	0.0698242	0.283936	03:47:08.560	13628	
0.0939941	0.112793	0.918945	03:47:08.600	13628	
0.413818	0.414795	1.98682	03:47:08.640	13628	
0.189941	-0.00390625	1.01685	03:47:08.680	13628	
-0.134766	-0.0959473	0.315918	03:47:08.720	13628	
0.00292969	-0.118896	1.39795	03:47:08.759	13628	
0.812988	0.368896	1.97583	03:47:08.800	13628	
0.185791	-0.0778809	0.718994	03:47:08.840	13628	
-0.133789	0.169922	0.0559082	03:47:08.880	13628	
0.130859	-0.154785	0.919922	03:47:08.920	13628	
0.343994	0.0939941	2.00098	03:47:08.960	13628	
-0.0629883	-0.0307617	0.437988	03:47:09.000	13629	
-0.0939941	0.218994	-0.0307617	03:47:09.040	13629	
0.468994	0	0.468994	03:47:09.080	13629	
0.968994	-0.0307617	1.28198	03:47:09.119	13629	
0.530762	0.280762	1.65698	03:47:09.160	13629	
0.0939941	0.530762	-0.155762	03:47:09.200	13629	
0.218994	0.218994	0.405762	03:47:09.240	13629	
0.343994	-0.468994	2.09399	03:47:09.280	13629	
0.655762	0.218994	1.93799	03:47:09.320	13629	
-0.312988	0.375	-0.0307617	03:47:09.360	13629	
0.655762	-0.0307617	0.312988	03:47:09.400	13629	
0.375	-0.375	1.93799	03:47:09.439	13629	
0.468994	0.187988	1.93799	03:47:09.480	13629	
0.0307617	0.562988	-0.187988	03:47:09.520	13629	
0.0939941	0.0629883	0.25	03:47:09.560	13629	
0.906982	-0.625	1.87598	03:47:09.600	13629	
0.187988	0.437988	2.21899	03:47:09.640	13629	
0.0307617	-0.280762	0.343994	03:47:09.680	13629	
0.218994	0.0629883	0.375	03:47:09.720	13629	
0.375	-0.280762	1.59399	03:47:09.759	13629	
0.343994	0.75	2.28198	03:47:09.800	13629	
-0.655762	-0.343994	0.593994	03:47:09.840	13629	
0.625	-0.0307617	0.218994	03:47:09.880	13629	
0.906982	-0.0629883	1.31299	03:47:09.920	13629	
0.218994	0.718994	2.37598	03:47:09.960	13629	
-0.125	-0.5	0.718994	03:47:10.000	13630	
0.128906	0.473877	0.0588379	03:47:10.040	13630	
0.248779	-0.148926	0.798828	03:47:10.080	13630	
0.537842	-0.0778809	1.61792	03:47:10.119	13630	
0.10498	-0.132812	0.724854	03:47:10.160	13630	
0.0187988	0.143799	0.0998535	03:47:10.200	13630	
0.138916	0.168945	0.98291	03:47:10.240	13630	
0.280762	0.414795	1.71094	03:47:10.280	13630	
0.10083	0.477783	1.07788	03:47:10.320	13630	
-0.179932	0.4729	0.0739746	03:47:10.360	13630	
0.187988	0.199951	1.25684	03:47:10.400	13630	
0.48291	-0.174805	1.96191	03:47:10.439	13630	
0.304932	-0.0629883	0.633789	03:47:10.480	13630	
0.158936	0.408936	0.194824	03:47:10.520	13630	
0.393799	0.293945	1.64282	03:47:10.560	13630	
0.512939	-0.0307617	1.98779	03:47:10.600	13630	
0.279785	0.243896	0.529785	03:47:10.640	13630	
0.325928	0.404785	0.565918	03:47:10.680	13630	
0.36084	0.464844	1.98682	03:47:10.720	13630	
0.390869	-0.425781	1.47998	03:47:10.759	13630	
-0.0688477	0.105957	0.262939	03:47:10.800	13630	
-0.0297852	0.102783	0.73999	03:47:10.840	13630	
0.384766	0.199951	2.33276	03:47:10.880	13630	
0.35083	-0.327881	1.1228	03:47:10.920	13630	
-0.155762	-0.0629883	0.0629883	03:47:10.960	13630	
0.468994	0.0939941	0.781982	03:47:11.000	13631	
0.375	0.655762	2.34497	03:47:11.040	13631	
0	-0.562988	1.15698	03:47:11.080	13631	
0.0629883	0.218994	-0.187988	03:47:11.119	13631	
0.0307617	0.312988	0.906982	03:47:11.160	13631	
0.375	0.968994	2.53198	03:47:11.200	13631	
0.280762	-0.812988	0.437988	03:47:11.240	13631	
0.0307617	0.280762	0.0629883	03:47:11.280	13631	
0.375	-0.0939941	1.43799	03:47:11.320	13631	
0.655762	1	2.37598	03:47:11.360	13631	
-0.312988	-0.655762	0.343994	03:47:11.400	13631	
-0.0307617	0.405762	0.405762	03:47:11.439	13631	
0.312988	-0.437988	1.78198	03:47:11.480	13631	
0.655762	0.530762	2.34497	03:47:11.520	13631	
-0.218994	0.218994	-0.155762	03:47:11.560	13631	
0.125	-0.155762	0.5	03:47:11.600	13631	
-0.0939941	-0.625	2.00098	03:47:11.640	13631	
1.375	0.75	2.21899	03:47:11.680	13631	
-0.75	0	-0.125	03:47:11.720	13631	
-0.0629883	0.187988	0.218994	03:47:11.759	13631	
-0.0307617	-0.875	2.21899	03:47:11.800	13631	
0.875	0.655762	2.28198	03:47:11.840	13631	
-0.343994	0.468994	-0.312988	03:47:11.880	13631	
0.655762	0.468994	0.25	03:47:11.920	13631	
0.655762	-0.218994	2.25098	03:47:11.960	13631	
0.312988	0.687988	2.12598	03:47:12.000	13632	
0.0908203	0.439941	-0.740967	03:47:12.040	13632	
0.765869	0.452881	0.398926	03:47:12.080	13632	
0.5	-0.0708008	2.38281	03:47:12.119	13632	
-0.217773	0.153809	1.3999	03:47:12.160	13632	
-0.187988	0.424805	-0.237793	03:47:12.200	13632	
0.509766	0.317871	0.98999	03:47:12.240	13632	
0.299805	0.303955	2.17798	03:47:12.280	13632	
-0.032959	-0.0507812	0.929932	03:47:12.320	13632	
-0.330811	0.268799	-0.587891	03:47:12.360	13632	
-0.00585938	-0.155762	-0.274902	03:47:12.400	13632	
0.12793	-0.274902	-0.130859	03:47:12.439	13632	
0.0249023	-0.172852	0.548828	03:47:12.480	13632	
-0.10498	-0.0588379	0.922852	03:47:12.520	13632	
0.244873	-0.0388184	0.9729	03:47:12.560	13632	
0.455811	-0.243896	1.26294	03:47:12.600	13632	
0.388916	-0.403809	1.53784	03:47:12.640	13632	
0.36499	-0.564941	1.59399	03:47:12.680	13632	
-0.142822	-0.264893	1.61694	03:47:12.720	13632	
-0.0109863	-0.267822	1.55396	03:47:12.759	13632	
0.0187988	-0.687988	1.80688	03:47:12.800	13632	
0.0258789	0.163818	0.798828	03:47:12.840	13632	
0.250977	-0.893799	2.2439	03:47:12.880	13632	
1.63281	-0.947998	1.66382	03:47:12.920	13632	
0	-0.375	2.40698	03:47:12.960	13632	
2.03198	0.0629883	2.46997	03:47:13.000	13633	
-1.06299	0.937988	1.21899	03:47:13.040	13633	
0.5	0.530762	3.18896	03:47:13.080	13633	
-0.343994	-0.0629883	-0.155762	03:47:13.119	13633	
0.125	0.562988	0.25	03:47:13.160	13633	
0.655762	0.125	3.31396	03:47:13.200	13633	
0.718994	-0.687988	0.530762	03:47:13.240	13633	
-0.25	0.405762	0.187988	03:47:13.280	13633	
0.187988	-0.781982	2.09399	03:47:13.320	13633	
1.59399	1.71899	1.65698	03:47:13.360	13633	
-0.218994	0.343994	-0.718994	03:47:13.400	13633	
0.343994	0.375	0.375	03:47:13.439	13633	
0.530762	-0.312988	2.15698	03:47:13.480	13633	
0.25	-0.375	1.31299	03:47:13.520	13633	
-0.375	0.343994	-0.375	03:47:13.560	13633	
0.625	-0.0307617	0.5	03:47:13.600	13633	
0.437988	0.0307617	1.90698	03:47:13.640	13633	
-0.655762	-0.312988	0.343994	03:47:13.680	13633	
-0.812988	0	-0.843994	03:47:13.720	13633	
0.280762	0.155762	0.218994	03:47:13.759	13633	
0.718994	-0.5	1.34399	03:47:13.800	13633	
-0.187988	0.968994	1.34399	03:47:13.840	13633	
0.0629883	0.405762	-0.437988	03:47:13.880	13633	
0.125	0.0629883	0.312988	03:47:13.920	13633	
0.343994	-0.405762	1.96899	03:47:13.960	13633	
0.530762	1.03198	1.375	03:47:14.000	13634	
-0.309814	0.359863	-0.434814	03:47:14.040	13634	
-0.257812	-0.0397949	0.5	03:47:14.080	13634	
-0.208984	-0.383789	1.89282	03:47:14.119	13634	
0.62085	0.368896	1.31299	03:47:14.160	13634	
-0.180908	-0.105957	0.0808105	03:47:14.200	13634	
0.0288086	-0.0258789	0.683838	03:47:14.240	13634	
0.262939	0.00488281	1.65894	03:47:14.280	13634	
0.154785	0.802979	1.49683	03:47:14.320	13634	
-0.255859	0.0698242	0.512939	03:47:14.360	13634	
0.230957	-0.25	0.599854	03:47:14.400	13634	
0.454834	0.162842	1.44385	03:47:14.439	13634	
-0.10498	0.0129395	1.20386	03:47:14.480	13634	
-0.072998	-0.230957	0.163818	03:47:14.520	13634	
0.149902	0.148926	0.213867	03:47:14.560	13634	
0.5	0.299805	1.30688	03:47:14.600	13634	
0.447998	0.0578613	1.52686	03:47:14.640	13634	
0.35498	0.395996	0.37793	03:47:14.680	13634	
0.307861	0.385986	0.432861	03:47:14.720	13634	
0.542969	0.375977	1.93188	03:47:14.759	13634	
0.224854	-0.518799	1.46899	03:47:14.800	13634	
0.177979	0.168945	0.22583	03:47:14.840	13634	
0.462891	0.150879	0.883789	03:47:14.880	13634	
0.528809	0.35498	1.94897	03:47:14.920	13634	
0.0939941	-0.187988	1.75098	03:47:14.960	13634	
-0.125	0.843994	-0.218994	03:47:15.000	13635	
0.625	-0.0307617	1.18799	03:47:15.040	13635	
0.468994	0.468994	2.21899	03:47:15.080	13635	
-0.312988	-0.405762	1.56299	03:47:15.119	13635	
0	0.5	-0.437988	03:47:15.160	13635	
0.562988	0.125	0.405762	03:47:15.200	13635	
0.875	0	2.12598	03:47:15.240	13635	
0.593994	-0.375	1.03198	03:47:15.280	13635	
-0.218994	0.218994	-0.218994	03:47:15.320	13635	
0.25	-0.0307617	0.343994	03:47:15.360	13635	
0.875	0.0307617	1.90698	03:47:15.400	13635	
0.405762	-0.593994	1.96899	03:47:15.439	13635	
0.0629883	0.781982	-0.437988	03:47:15.480	13635	
0.437988	0.187988	0.437988	03:47:15.520	13635	
0.25	-0.405762	2.15698	03:47:15.560	13635	
0.593994	0.0939941	1.75098	03:47:15.600	13635	
0.0939941	0.5	-0.218994	03:47:15.640	13635	
0	0.0939941	0.312988	03:47:15.680	13635	
0.593994	-0.375	0.843994	03:47:15.720	13635	
0.343994	0.155762	1.59399	03:47:15.759	13635	
0.437988	0.0939941	0.405762	03:47:15.800	13635	
0	0.437988	0.125	03:47:15.840	13635	
0.280762	0.0629883	0.0939941	03:47:15.880	13635	
0.5	-0.125	1.40698	03:47:15.920	13635	
0.312988	0.155762	1.84399	03:47:15.960	13635	
-0.0629883	0	0.125	03:47:16.000	13636	
0.522949	0.159912	0.137939	03:47:16.040	13636	
0.337891	-0.449951	1.27783	03:47:16.080	13636	
0.545898	0.060791	2.1438	03:47:16.120	13636	
-0.0307617	-0.270996	0.821777	03:47:16.160	13636	
0.0439453	0.268799	0.5	03:47:16.200	13636	
0.320801	-0.248779	1.2478	03:47:16.240	13636	
0.23291	-0.0478516	1.90088	03:47:16.280	13636	
-0.0229492	-0.402832	1.09277	03:47:16.320	13636	
-0.0859375	0.299805	0.34082	03:47:16.360	13636	
0.455811	0.112793	1.25684	03:47:16.400	13636	
0.23584	0.157959	1.66699	03:47:16.440	13636	
0.0688477	0.224854	0.62085	03:47:16.480	13636	
-0.0288086	0.403809	0.133789	03:47:16.520	13636	
0.310791	-0.0759277	0.956787	03:47:16.560	13636	
-0.0498047	-0.143799	1.2688	03:47:16.600	13636	
0.00292969	-0.00878906	0.395996	03:47:16.640	13636	
0.207764	-0.0949707	0.202881	03:47:16.680	13636	
0.434814	-0.0578613	0.2229	03:47:16.720	13636	
-0.0148926	0.0639648	0.923828	03:47:16.760	13636	
0.387939	0.143799	1.60693	03:47:16.800	13636	
0.137939	0.0249023	0.615967	03:47:16.840	13636	
-0.294922	-0.0549316	0.598877	03:47:16.880	13636	
0.0878906	-0.378906	1.83276	03:47:16.920	13636	
0.655762	0.5	2.00098	03:47:16.960	13636	
0.468994	-0.280762	1.03198	03:47:17.000	13637	
0.125	0.530762	-0.0629883	03:47:17.040	13637	
0.125	0.0939941	1.46899	03:47:17.080	13637	
0.562988	0.25	1.90698	03:47:17.120	13637	
0.405762	-0.25	1.75098	03:47:17.160	13637	
0.0939941	0.312988	0.125	03:47:17.200	13637	
0.0939941	-0.0307617	0.5	03:47:17.240	13637	
-0.405762	-0.5	2.21899	03:47:17.280	13637	
0.593994	0.530762	2.12598	03:47:17.320	13637	
0.155762	0.530762	0.405762	03:47:17.360	13637	
0.0629883	-0.125	0.625	03:47:17.400	13637	
0.718994	-0.375	2.12598	03:47:17.440	13637	
0.718994	0.343994	0.0307617	03:47:17.480	13637	
-1.84399	0.75	0.875	03:47:17.520	13637	
1.78198	-0.687988	1	03:47:17.560	13637	
0.468994	-0.405762	2.09399	03:47:17.600	13637	
0.405762	-0.280762	1.06299	03:47:17.640	13637	
-0.218994	-0.155762	0.906982	03:47:17.680	13637	
0.405762	-0.437988	2.65698	03:47:17.720	13637	
0.906982	1.09399	2.15698	03:47:17.760	13637	
0.155762	0.125	-0.0939941	03:47:17.800	13637	
-0.0939941	0.187988	0.405762	03:47:17.840	13637	
0.530762	-0.75	2.34497	03:47:17.880	13637	
0.593994	0.625	1.96899	03:47:17.920	13637	
-0.0307617	0.468994	-0.0629883	03:47:17.960	13637	
0.280762	0	0.468994	03:47:18.000	13638	
0.592773	-0.399902	1.18994	03:47:18.040	13638	
0.522949	0.442871	1.83081	03:47:18.080	13638	
-0.0197754	-0.188965	-0.0578613	03:47:18.120	13638	
-0.504883	0.0808105	0.487793	03:47:18.160	13638	
0.255859	0.268799	0.793945	03:47:18.200	13638	
0.60083	-0.00878906	0.968994	03:47:18.240	13638	
0.118896	0.00976562	0.898926	03:47:18.280	13638	
0.383789	-0.0749512	0.808838	03:47:18.320	13638	
0.36792	-0.0249023	1.05688	03:47:18.360	13638	
0.299805	-0.0129395	1.18188	03:47:18.400	13638	
0.372803	0.0598145	1.27393	03:47:18.440	13638	
0.174805	-0.0927734	1.25391	03:47:18.480	13638	
0.174805	-0.027832	1.02686	03:47:18.520	13638	
0.23291	0.0979004	0.906982	03:47:18.560	13638	
-0.0808105	-0.0439453	0.605957	03:47:18.600	13638	
0.098877	-0.0358887	0.445801	03:47:18.640	13638	
0.227783	-0.0539551	0.723877	03:47:18.680	13638	
0.0529785	-0.22876	1.11377	03:47:18.720	13638	
0.237793	-0.0439453	1.76587	03:47:18.760	13638	
0.412842	-0.0688477	1.93799	03:47:18.800	13638	
0.227783	-0.329834	2.04297	03:47:18.840	13638	
0.324951	-0.539795	2.31079	03:47:18.880	13638	
0.314941	-0.821777	1.16479	03:47:18.920	13638	
1.21899	-1.18799	2.93799	03:47:18.960	13638	
2.21899	0.0629883	1.62598	03:47:19.000	13639	
-0.72998	0.512939	0.133789	03:47:19.040	13639	
2.36792	0.769775	1.70386	03:47:19.080	13639	
-1.67188	0.723877	0.280762	03:47:19.120	13639	
0.948975	3.28491	1.38696	03:47:19.160	13639	
0.593994	-0.125	-0.0187988	03:47:19.200	13639	
-0.398926	0.37793	0.0458984	03:47:19.240	13639	
-0.0078125	-0.37085	-0.0109863	03:47:19.280	13639	
0.537842	-0.190918	-0.35083	03:47:19.320	13639	
-0.2229	-0.0559082	-0.375977	03:47:19.360	13639	
-0.0749512	-0.143799	0.380859	03:47:19.400	13639	
-0.450928	-0.385986	0.637939	03:47:19.440	13639	
-0.35083	-0.0888672	-0.437988	03:47:19.480	13639	
0.265869	0.317871	-0.323975	03:47:19.520	13639	
0.0187988	-0.0078125	0.138916	03:47:19.560	13639	
-0.0378418	0.125	-0.137939	03:47:19.600	13639	
0.342773	-0.00976562	0.227783	03:47:19.640	13639	
0.435791	0.375	1.33887	03:47:19.680	13639	
0.158936	-0.679932	0.705811	03:47:19.720	13639	
-0.12793	-0.165771	0.264893	03:47:19.760	13639	
0.0878906	-0.143799	1.22485	03:47:19.800	13639	
0.943848	1.06787	1.88892	03:47:19.840	13639	
0.185791	0.102783	0.263916	03:47:19.880	13639	
-0.167969	-0.234863	0.577881	03:47:19.920	13639	
0.25	-0.405762	1.96899	03:47:19.960	13639	
0.405762	0.343994	1.28198	03:47:20.000	13640	
0	-0.25	0.718994	03:47:20.040	13640	
0.280762	0.125	0.280762	03:47:20.080	13640	
0.187988	0.187988	0.718994	03:47:20.120	13640	
0	-0.187988	0.843994	03:47:20.160	13640	
-0.0307617	0.155762	0.5	03:47:20.200	13640	
0.25	-0.155762	0.343994	03:47:20.240	13640	
-0.125	-0.0307617	0.655762	03:47:20.280	13640	
0.187988	-0.218994	0.530762	03:47:20.320	13640	
0	-0.125	0.655762	03:47:20.360	13640	
0.0629883	-0.155762	0.812988	03:47:20.400	13640	
0.218994	-0.187988	1.09399	03:47:20.440	13640	
0.25	-0.0307617	0.937988	03:47:20.480	13640	
0.187988	0	0.968994	03:47:20.520	13640	
0.280762	-0.0939941	1.18799	03:47:20.560	13640	
0.125	0.0307617	1	03:47:20.600	13640	
0.405762	0.25	1.03198	03:47:20.640	13640	
0.187988	-0.0629883	1.03198	03:47:20.680	13640	
0.218994	-0.0939941	1	03:47:20.720	13640	
0.218994	-0.0939941	0.968994	03:47:20.760	13640	
0.343994	-0.187988	1.18799	03:47:20.800	13640	
0.405762	0	0.968994	03:47:20.840	13640	
0.155762	-0.0307617	1	03:47:20.880	13640	
0.312988	-0.0939941	1.09399	03:47:20.920	13640	
0.375	-0.0307617	1.09399	03:47:20.960	13640	
0.375	0.155762	1.09399	03:47:21.000	13641	
0.135986	0.00390625	1.27783	03:47:21.040	13641	
0.400879	0.0839844	1.17993	03:47:21.080	13641	
0.324951	-0.0307617	1.10498	03:47:21.120	13641	
